00001,505,367,5, 
00001,1984,71600,5, 
00001,1942,484000,5, 
00001,3761,18800,4, 
00001,3749,750,4, 
00001,3844,750,4, 
00001,3869,750,4, 
00001,2149,807000,5, 
00001,2073,21600000,5, 
00001,2051,125000,5, 
00001,2156,21200,5, 
00001,463,21600000,5, 
00001,1,1, ,0
00001,1069,50000,5, 
00001,2448,278,5, 
00001,1074,375,5, 
00001,478,1170000,5, 
00001,1154,37500,5, 
00001,1141,21200,5, 
00001,1538,122000,5, 
00002,1056,0.233,5, 
00002,1141,1.86,5, 
00002,554,0.00178,5, 
00002,553,0.098,5, 
00002,511,0.00119,5, 
00002,504,0.0678,5, 
00002,2447,0.00914,5, 
00002,1069,2.79,5, 
00002,1829,0.00631,5, 
00002,464,85.6,5, 
00002,1074,1.4,5, 
00002,513,1.82,5, 
00002,2482,0.0556,5, 
00002,1154,1.32,5, 
00002,1174,1.32,5, 
00002,1180,0.281,5, 
00002,514,10.4,5, 
00002,1181,0.00429,5, 
00002,1850,0.00631,5, 
00002,2506,0.0781,5, 
00002,752,0.857,5, 
00002,2051,6.3,5, 
00002,2052,37,5, 
00002,2005,12.2,5, 
00002,2045,151,5, 
00002,2038,0.00631,5, 
00002,2016,36.1,5, 
00002,2010,2.62,5, 
00002,2006,5.52,5, 
00002,1942,16.8,5, 
00002,3782,15.8,4, 
00002,3828,0.316,4, 
00002,3890,0.316,4, 
00002,3749,0.316,4, 
00002,2980,3.09, ,4
00002,2,1, ,0
00003,752,0.0891,5, 
00003,2,0.000253,5, 
00003,2980,0.321, ,4
00003,3721,16,4, 
00003,3,1, ,0
00004,1056,0.233,5, 
00004,1141,1.86,5, 
00004,554,0.00178,5, 
00004,553,0.098,5, 
00004,511,0.00119,5, 
00004,504,0.0678,5, 
00004,2447,0.00914,5, 
00004,1069,2.79,5, 
00004,1829,0.00631,5, 
00004,464,85.6,5, 
00004,1074,1.4,5, 
00004,513,1.82,5, 
00004,2482,0.0293,5, 
00004,1154,1.32,5, 
00004,1174,1.32,5, 
00004,1180,0.281,5, 
00004,514,10.4,5, 
00004,1181,0.00429,5, 
00004,1850,0.00631,5, 
00004,2506,0.0781,5, 
00004,752,0.83,5, 
00004,2051,6.3,5, 
00004,2052,37,5, 
00004,2005,12.2,5, 
00004,2045,151,5, 
00004,2038,0.00631,5, 
00004,2016,19,5, 
00004,2010,2.62,5, 
00004,2006,5.52,5, 
00004,1942,16,5, 
00004,3782,15.8,4, 
00004,3828,0.316,4, 
00004,3890,0.316,4, 
00004,3749,0.316,4, 
00004,2980,2.99, ,4
00004,4,1, ,0
00005,2980,0.47, ,4
00005,5,1, ,0
00005,752,0.131,5, 
00005,4,0.000253,5, 
00006,1056,0.121,5, 
00006,1141,1.86,5, 
00006,554,0.00214,5, 
00006,553,0.115,5, 
00006,511,0.00119,5, 
00006,504,0.0678,5, 
00006,2447,0.00914,5, 
00006,1069,1.33,5, 
00006,1829,0.00631,5, 
00006,464,103,5, 
00006,1074,0.73,5, 
00006,513,1.82,5, 
00006,2482,0.004,5, 
00006,1154,1.32,5, 
00006,1174,1.32,5, 
00006,1180,0.281,5, 
00006,514,10.4,5, 
00006,1181,0.00429,5, 
00006,1850,0.00631,5, 
00006,2506,0.0433,5, 
00006,752,0.754,5, 
00006,2051,6.3,5, 
00006,2052,20,5, 
00006,2005,12.2,5, 
00006,2045,151,5, 
00006,2038,0.00631,5, 
00006,2016,2.6,5, 
00006,2010,2.62,5, 
00006,2006,3.39,5, 
00006,1942,15,5, 
00006,3782,15.8,4, 
00006,3828,0.316,4, 
00006,3890,0.316,4, 
00006,3749,0.316,4, 
00006,2980,2.71, ,4
00006,6,1, ,0
00007,752,0.00509,5, 
00007,6,0.000265,5, 
00007,2980,0.0183, ,4
00007,7,1, ,0
00008,1141,10.8,5, 
00008,553,0.769,5, 
00008,511,0.0537,5, 
00008,504,0.311,5, 
00008,1829,0.171,5, 
00008,464,352,5, 
00008,1850,0.171,5, 
00008,2506,0.000473,5, 
00008,752,0.119,5, 
00008,2052,0.237,5, 
00008,2045,695,5, 
00008,2038,0.171,5, 
00008,2010,118,5, 
00008,1942,58.3,5, 
00008,3782,40,4, 
00008,3828,1,4, 
00008,3890,1,4, 
00008,3749,1,4, 
00008,2980,0.43, ,4
00008,8,1, ,0
00009,1056,1.84,5, 
00009,1141,95.2,5, 
00009,554,3.47,5, 
00009,553,6.16,5, 
00009,495,328,5, 
00009,511,0.173,5, 
00009,504,1.64,5, 
00009,1538,0.264,5, 
00009,806,1.98,5, 
00009,808,0.242,5, 
00009,1069,42.1,5, 
00009,1829,1.93,5, 
00009,534,22.6,5, 
00009,464,504,5, 
00009,1074,3.07,5, 
00009,537,81.4,5, 
00009,1834,0.0136,5, 
00009,998,0.953,5, 
00009,1839,4.48,5, 
00009,513,7.89,5, 
00009,1072,16.4,5, 
00009,1154,8.18,5, 
00009,1174,8.18,5, 
00009,1180,1.74,5, 
00009,1000,3.19,5, 
00009,514,44.9,5, 
00009,490,191,5, 
00009,1181,2.32,5, 
00009,1850,9.58,5, 
00009,1841,7.64,5, 
00009,2506,0.127,5, 
00009,1816,0.242,5, 
00009,752,5.32,5, 
00009,2052,64,5, 
00009,2005,381,5, 
00009,2045,3700,5, 
00009,2004,0.264,5, 
00009,2019,24.6,5, 
00009,2023,3.19,5, 
00009,2038,2.02,5, 
00009,2040,4.48,5, 
00009,2043,7.64,5, 
00009,2010,381,5, 
00009,2007,266,5, 
00009,2039,7.25,5, 
00009,2006,71.9,5, 
00009,2099,0.241,5, 
00009,2112,0.161,5, 
00009,1942,271,5, 
00009,3782,162,4, 
00009,3828,3.25,4, 
00009,3890,3.25,4, 
00009,3749,6.49,4, 
00009,2980,19.1, ,4
00009,9,1, ,0
00010,752,218,5, 
00010,2288,2860,5, 
00010,416,0.00147,5, 
00010,284,1.17,5, 
00010,1942,0.0585,5, 
00010,9,0.02,5, 
00010,2980,786, ,4
00010,10,1, ,0
00011,1056,1.28,5, 
00011,1141,78.4,5, 
00011,554,3.44,5, 
00011,553,6.26,5, 
00011,495,230,5, 
00011,511,0.13,5, 
00011,504,1.42,5, 
00011,1538,0.478,5, 
00011,2447,0.009,5, 
00011,806,1.32,5, 
00011,1069,32.9,5, 
00011,1829,0.507,5, 
00011,464,493,5, 
00011,1074,2.79,5, 
00011,1802,18.7,5, 
00011,537,57.8,5, 
00011,1732,25.8,5, 
00011,1834,0.0322,5, 
00011,998,0.445,5, 
00011,1839,0.088,5, 
00011,513,9.35,5, 
00011,1072,57.8,5, 
00011,1154,7.87,5, 
00011,1174,7.87,5, 
00011,1180,1.67,5, 
00011,1000,1.03,5, 
00011,514,53.3,5, 
00011,490,14.8,5, 
00011,1181,1.74,5, 
00011,1850,1.19,5, 
00011,1841,0.647,5, 
00011,2506,0.293,5, 
00011,752,6.25,5, 
00011,2052,151,5, 
00011,2005,292,5, 
00011,2045,3210,5, 
00011,2004,0.478,5, 
00011,2019,1.32,5, 
00011,2023,1.03,5, 
00011,2038,45.1,5, 
00011,2040,0.088,5, 
00011,2043,0.647,5, 
00011,2010,286,5, 
00011,2007,69.8,5, 
00011,2039,3.35,5, 
00011,2006,103,5, 
00011,1942,233,5, 
00011,3782,189,4, 
00011,3828,3.78,4, 
00011,3890,3.78,4, 
00011,3749,7.56,4, 
00011,2980,22.5, ,4
00011,11,1, ,0
00012,752,23.2,5, 
00012,2288,2860,5, 
00012,416,0.00147,5, 
00012,284,1.17,5, 
00012,1942,0.0585,5, 
00012,11,0.02,5, 
00012,2980,83.7, ,4
00012,12,1, ,0
00013,1056,24.1,5, 
00013,1141,663,5, 
00013,554,24.9,5, 
00013,553,53.7,5, 
00013,495,1170,5, 
00013,511,2.04,5, 
00013,504,14.4,5, 
00013,1538,1080,5, 
00013,2447,0.862,5, 
00013,806,12.4,5, 
00013,808,8.8,5, 
00013,1847,37.1,5, 
00013,1069,800,5, 
00013,1829,10.6,5, 
00013,534,226,5, 
00013,464,12700,5, 
00013,1074,75.5,5, 
00013,1802,4.83,5, 
00013,537,290,5, 
00013,1732,6.67,5, 
00013,1834,1.75,5, 
00013,998,6.12,5, 
00013,1839,5.43,5, 
